"ensembl_gene_id","chromosome_name","start_position","end_position","Gene.ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene.Name"
"ENSG00000269911","chrX",72777608,72779097,"ENSG00000269911",7.57447011980316,-6.72807714108917,1.84397770983877,-3.64867596023026,0.000263595331903026,0.00139585968630635,"FAM226B"
"ENSG00000204787","chr2",79135701,79138030,"ENSG00000204787",7.38931330995478,-6.6843025374714,2.46029775920331,-2.71686730293812,0.00659030244471755,0.022379644783876,"REG1CP"
"ENSG00000169575","chr22",22244780,22245515,"ENSG00000169575",7.35748425975443,-6.6790343906823,2.3706241891816,-2.81741594520221,0.00484117845649961,0.0173430761830008,"VPREB1"
"ENSG00000196131","chr19",53258292,53261837,"ENSG00000196131",7.22496386046595,-6.6529979933684,2.37488581379689,-2.8013969996864,0.00508818809893462,0.0180518283990132,"VN1R2"
"ENSG00000281548","chr22",19551558,19566839,"ENSG00000281548",7.12427251137781,-6.63197377319171,2.46992396890525,-2.68509227680042,0.00725097838346958,0.0243266951294345,"LINC00895"
"ENSG00000188425","chr19",45913214,45914778,"ENSG00000188425",7.03051694907619,-6.61838369122489,2.13639880246533,-3.09791584023896,0.00194886764654391,0.00795758650750964,"NANOS2"
"ENSG00000167748","chr19",50819146,50823787,"ENSG00000167748",7.19189879094352,-6.61680746391145,1.61540126631361,-4.09607668502772,4.20210787246554e-05,0.000276185772961821,"KLK1"
"ENSG00000169856","chr15",52755053,52791078,"ENSG00000169856",6.99224768106668,-6.57927298357037,1.57236909371463,-4.18430571414198,2.86038959656801e-05,0.000193839226447359,"ONECUT1"
"ENSG00000205312","chr17",16847852,16851908,"ENSG00000205312",6.85923171280084,-6.57766460972689,2.48019412755109,-2.65207651959953,0.0079998409736728,0.0264197334311031,"KRT17P4"
"ENSG00000116771","chr1",15571699,15585078,"ENSG00000116771",50.3135386241573,-6.57252766511898,0.811646032589492,-8.09777587915985,5.59730653011935e-16,1.97744613120268e-14,"AGMAT"
"ENSG00000257846","chr14",19668829,19670003,"ENSG00000257846",6.72671131351236,-6.54971969850599,2.48559255266007,-2.63507375394109,0.00841190029540271,0.0275357772286627,""
"ENSG00000213430","chr5",21882585,21884310,"ENSG00000213430",6.59419091422387,-6.52122007167883,2.49117949761979,-2.61772388457338,0.0088518399184116,0.028684828326674,"HSPD1P1"
"ENSG00000275620","chr20",63253978,63261615,"ENSG00000275620",6.59419091422387,-6.52122007167883,2.49117949761979,-2.61772388457338,0.0088518399184116,0.028684828326674,"FLJ16779"
"ENSG00000175899","chr12",9067664,9116229,"ENSG00000175899",6.46972459715469,-6.48530791443289,1.60405517359965,-4.04307035142641,5.27557828390325e-05,0.00033949246289958,"A2M"
"ENSG00000197013","chr19",21496682,21556270,"ENSG00000197013",6.46972459715469,-6.48530791443289,1.60405517359965,-4.04307035142641,5.27557828390325e-05,0.00033949246289958,"ZNF429"
"ENSG00000267422","chr19",37791772,37792865,"ENSG00000267422",6.37485073942028,-6.48067287322133,1.96846215352093,-3.29225170096847,0.000993886172466019,0.00449595962666455,""
"ENSG00000228670","chr2",222452400,222453126,"ENSG00000228670",6.39974400283412,-6.4775165715334,2.50095745538668,-2.59001469920323,0.00959718338648855,0.0306544739799279,"NANOGP2"
"ENSG00000163554","chr1",158610704,158686715,"ENSG00000163554",6.40779808505342,-6.46784585496871,1.59087294884722,-4.06559547049652,4.79099764234363e-05,0.000311856109881562,"SPTA1"
"ENSG00000171501","chr9",122553112,122554214,"ENSG00000171501",6.32915011564691,-6.46246522547293,2.50296231937564,-2.5819266936008,0.00982504520380105,0.0312682318674447,"OR1N2"
"ENSG00000176887","chr2",5692384,5701385,"ENSG00000176887",6.32915011564691,-6.46246522547293,2.50296231937564,-2.5819266936008,0.00982504520380105,0.0312682318674447,"SOX11"
"ENSG00000130558","chr9",135075422,135121180,"ENSG00000130558",6.23478126047864,-6.42968485420856,1.65049659980148,-3.89560624055931,9.7953413615754e-05,0.000583201018705939,"OLFM1"
"ENSG00000147183","chrX",88747225,88754785,"ENSG00000147183",6.24344863556458,-6.42559524555281,1.60574870209701,-4.00161945462661,6.29104208220107e-05,0.000397330679472967,"CPXCR1"
"ENSG00000183251","chr11",5301014,5301946,"ENSG00000183251",67.652438543272,-6.41694153407088,0.69449051191109,-9.23978286818178,2.46997950120755e-20,1.33979994271254e-18,"OR51B4"
"ENSG00000066056","chr1",43300971,43323108,"ENSG00000066056",5.80600430527948,-6.34661000490446,2.07218936087056,-3.06275581023066,0.00219308939662032,0.00881291435066825,"TIE1"
"ENSG00000127152","chr14",99169287,99272197,"ENSG00000127152",5.87944807619892,-6.34044248825858,1.62443593120101,-3.90316562597261,9.4942684402763e-05,0.000567435939583931,"BCL11B"
"ENSG00000105428","chr19",5455417,5456856,"ENSG00000105428",5.70358136789191,-6.3142377943785,2.34495642292258,-2.69268875645411,0.00708784017642485,0.02384463027519,"ZNRF4"
"ENSG00000184698","chr11",5383812,5393263,"ENSG00000184698",73.3431370200008,-6.30664664126577,0.679335033251853,-9.28355867513118,1.63910515475839e-20,9.13354095099231e-19,"OR51M1"
"ENSG00000215802","chr1",240823006,240823433,"ENSG00000215802",5.57106096860343,-6.28050373738948,2.35188090260048,-2.67041742226195,0.00757570031734334,0.0252228436149679,"RFKP1"
"ENSG00000205497","chr11",4942831,4947605,"ENSG00000205497",5.534027719916,-6.27022076266991,2.54431690442154,-2.46440243028432,0.0137241923559296,0.0413378069020494,"OR51A4"
"ENSG00000224594","chr8",48384590,48385049,"ENSG00000224594",5.534027719916,-6.27022076266991,2.54431690442154,-2.46440243028432,0.0137241923559296,0.0413378069020494,"RPL29P19"
"ENSG00000135116","chr12",116856144,116881441,"ENSG00000135116",5.57391085233565,-6.26387740293534,1.6532704652048,-3.78877959460759,0.000151389148513204,0.00085721920167361,"HRK"
"ENSG00000130368","chr6",159890988,159917447,"ENSG00000130368",5.50219866971565,-6.26282212800747,2.44937640489357,-2.55690473521957,0.0105608135146138,0.0332387709565212,"MAS1"
"ENSG00000167359","chr11",5440570,5441514,"ENSG00000167359",121.133267606761,-6.25486857108828,0.564539139471077,-11.0796012778645,1.57572703314322e-28,1.69445944730726e-26,"OR51I1"
"ENSG00000169515","chr19",46410329,46413564,"ENSG00000169515",5.44027215761438,-6.25204898198443,2.17337020593604,-2.87666084908519,0.00401907302444916,0.0147779892641639,"CCDC8"
"ENSG00000163638","chr3",64515654,64688000,"ENSG00000163638",5.55074917722124,-6.24668359451675,1.65864897039143,-3.76612755684079,0.00016579910876319,0.000927672877374691,"ADAMTS9"
"ENSG00000073849","chr3",186930325,187078932,"ENSG00000073849",40.197068667824,-6.23966389232619,0.866679897616101,-7.199502272395,6.0432749429223e-13,1.53067164308439e-11,"ST6GAL1"
"ENSG00000151632","chr10",4987775,5018031,"ENSG00000151632",1342.23663937417,-6.16437815128458,0.199087470774397,-30.963164720044,1.68953749294979e-210,2.07120401260715e-206,"AKR1C2"
"ENSG00000221931","chr11",123753580,123754518,"ENSG00000221931",9.89373435891345,-6.12633628747437,2.21267471203487,-2.76874691709217,0.0056272327912128,0.0196089388253206,"OR6X1"
"ENSG00000185839","chr1",58630841,58631530,"ENSG00000185839",9.75660284108603,-6.1031731167729,2.1383142722307,-2.85419837300437,0.00431455808247466,0.0156950052026875,""
"ENSG00000227264","chr10",38696424,38697902,"ENSG00000227264",9.64036910606418,-6.08701852339917,2.21567038831713,-2.74725814611011,0.00600958131903728,0.0207175077024966,"ACTR3BP5"
"ENSG00000171903","chr19",15912367,15934933,"ENSG00000171903",88.9052178795093,-6.07604080057502,0.54584345401145,-11.1314714061727,8.81679522338481e-29,9.65045470031021e-27,"CYP4F11"
"ENSG00000092096","chr14",23346314,23352912,"ENSG00000092096",17.6427851977949,-6.06219998845751,1.18128527570972,-5.13186790110062,2.86880819626842e-07,3.03702242470247e-06,"SLC22A17"
"ENSG00000271209","chrX",96337236,96337912,"ENSG00000271209",9.18939048427387,-6.01624008664349,1.67372401178434,-3.594523376784,0.0003249859661812,0.00167745283784187,"BRDTP1"
"ENSG00000130294","chr2",240713761,240824320,"ENSG00000130294",136.942577029167,-5.99726233822283,0.426744765215833,-14.0535112016889,7.33073876275708e-45,1.44947623375224e-42,"KIF1A"
"ENSG00000139223","chr12",48472559,48473622,"ENSG00000139223",8.97129576238114,-5.98650478496816,2.04274856390592,-2.9306126513786,0.0033829431156029,0.0128037973615856,"ANP32D"
"ENSG00000099617","chr19",1285873,1301431,"ENSG00000099617",16.6328338897645,-5.94800247058142,1.21388798005447,-4.89995993725427,9.5856199529174e-07,9.13060223080755e-06,"EFNA2"
"ENSG00000188691","chr11",5967553,5968494,"ENSG00000188691",8.32210089996584,-5.88024491179136,1.92318201517353,-3.05756026491376,0.00223146766283591,0.00894849920795076,"OR56A5"
"ENSG00000198203","chr2",108288639,108309915,"ENSG00000198203",8.10901300955459,-5.83528078732428,1.61090248991535,-3.62236747652609,0.000291919022970697,0.00152737315518471,"SULT1C2"
"ENSG00000241598","chr11",1620958,1622138,"ENSG00000241598",7.7734079702977,-5.77674223048335,2.24519296784841,-2.57293796711793,0.0100839279895306,0.0319924620144035,"KRTAP5-4"
"ENSG00000204338","chr6",32005689,32008399,"ENSG00000204338",7.73009279071064,-5.77218224768127,1.92687057839727,-2.99562529647552,0.00273882755145276,0.0106961729701368,"CYP21A1P"
"ENSG00000135973","chr2",105241743,105243467,"ENSG00000135973",7.42154739620562,-5.71747359748705,1.85183026068124,-3.08747174019273,0.00201866964513146,0.00818890508923447,"GPR45"
"ENSG00000065320","chr17",9021210,9244000,"ENSG00000065320",7.46143052862527,-5.70376989984995,1.49046786859751,-3.82683184255225,0.000129803122820924,0.000746718199278135,"NTN1"
"ENSG00000248305","chr4",138481255,138482096,"ENSG00000248305",7.24332637314376,-5.67421930194928,2.25611090411494,-2.51504449165155,0.0119017363126402,0.0368071103573803,""
"ENSG00000234981","chr1",206528915,206529706,"ENSG00000234981",6.9418454058275,-5.60847170647171,2.1311038120789,-2.63172149319213,0.00849534716624206,0.0277422644941293,""
"ENSG00000254737","chr11",124012997,124018732,"ENSG00000254737",6.857440721006,-5.59223886157004,2.26434402595903,-2.46969488622716,0.013522833690917,0.0408316301026975,"OR10G4"
"ENSG00000240874","chr15",57555951,57556379,"ENSG00000240874",6.80071840739181,-5.58872958592168,1.85002516516438,-3.02089381872009,0.00252029724199037,0.0099473032484095,""
"ENSG00000106333","chr7",100602334,100608175,"ENSG00000106333",6.81979417945192,-5.58672266603154,1.60264828842485,-3.48593182071309,0.000490425981320333,0.00242718292491157,"PCOLCE"
"ENSG00000164049","chr3",48372219,48401259,"ENSG00000164049",6.74052348358998,-5.5653076668141,2.13956113926998,-2.60114448924465,0.00929133114245866,0.0298642969259048,"FBXW12"
"ENSG00000171133","chr9",111327229,111330224,"ENSG00000171133",6.60794230836275,-5.53487316792531,2.26988615166481,-2.43839241182464,0.0147527494851706,0.043896591247259,"OR2K2"
"ENSG00000259137","chr14",44120210,44120761,"ENSG00000259137",6.60794230836275,-5.53487316792531,2.26988615166481,-2.43839241182464,0.0147527494851706,0.043896591247259,""
"ENSG00000278870","chr11",4923374,4924339,"ENSG00000278870",6.59239992242903,-5.53485204275601,2.27075906776912,-2.43744575165064,0.0147914334160637,0.0439903401862021,"OR51G1"
"ENSG00000267142","chr19",36421536,36422534,"ENSG00000267142",6.4163749272125,-5.49929199299285,2.1923022308696,-2.50845522827913,0.0121260333905288,0.0373781853996714,""
"ENSG00000141837","chr19",13206442,13624489,"ENSG00000141837",6.36718148033297,-5.48065148893725,1.6570963653589,-3.3073824814951,0.000941722154241203,0.00428370014428308,"CACNA1A"
"ENSG00000196248","chr11",123976661,123977781,"ENSG00000196248",6.32735912385206,-5.47507428749486,2.27766049372018,-2.40381492438859,0.0162249852124849,0.0475387413288367,"OR10S1"
"ENSG00000078295","chr5",7395681,7830081,"ENSG00000078295",11.4160174565153,-5.45924186463579,1.35121054088982,-4.04025997387547,5.33919837699471e-05,0.000342927732617552,"ADCY2"
"ENSG00000061337","chr8",20246165,20303963,"ENSG00000061337",17.4222376775558,-5.41890511019859,1.03387352630155,-5.24136170657497,1.59395915398755e-07,1.76356906757521e-06,"LZTS1"
"ENSG00000272602","chr4",53286,88208,"ENSG00000272602",179.243015510868,-5.40159626054565,0.379872142221256,-14.2195114097087,6.9335328329234e-46,1.4911961227861e-43,"ZNF595"
"ENSG00000180353","chr3",121631399,121660927,"ENSG00000180353",6.13449494744099,-5.39821380410773,1.62656293185421,-3.31878570351656,0.000904097827622355,0.00414020742204798,"HCLS1"
"ENSG00000124212","chr20",49503874,49568157,"ENSG00000124212",467.739704652401,-5.3927135622887,0.201292220613312,-26.7904718118653,4.17255530709207e-158,1.27878388774104e-154,"PTGIS"
"ENSG00000250914","chr5",33970863,33972628,"ENSG00000250914",5.95515562894635,-5.39091485320158,2.11846240467935,-2.54473000856371,0.0109362260516597,0.0342095420176821,""
"ENSG00000269800","chr19",41521043,41521989,"ENSG00000269800",10.4878790925186,-5.37840002130306,1.86343498221817,-2.88628262999591,0.00389821919708661,0.0144293393378162,"PLEKHA3P1"
"ENSG00000231861","chr3",98497681,98498631,"ENSG00000231861",5.89496070514451,-5.37314574485879,2.20846547786179,-2.43297701445667,0.014975251510301,0.0444615181072367,"OR5K2"
"ENSG00000255622","chr5",141155996,141158388,"ENSG00000255622",22.2887521203041,-5.35969199564577,0.961606100594908,-5.57368759654285,2.49402811086979e-08,3.20821517430774e-07,"PCDHB17P"
"ENSG00000126217","chr13",112894378,113099742,"ENSG00000126217",11.0162305842973,-5.32946015754778,1.27469049125785,-4.18098369298159,2.90250681810769e-05,0.000196584702117029,"MCF2L"
"ENSG00000132205","chr18",2846930,2916003,"ENSG00000132205",10.1747631424949,-5.24017587833324,1.28893359116379,-4.06551269534519,4.79269851551402e-05,0.000311856109881562,"EMILIN2"
"ENSG00000172137","chr16",71358713,71390436,"ENSG00000172137",28.8389959692653,-5.20990291082699,0.921803236633074,-5.65186007575368,1.5872077652111e-08,2.13116976930152e-07,"CALB2"
"ENSG00000239831","chr3",57519669,57520010,"ENSG00000239831",8.75644652668233,-5.12029560528991,2.06847515011429,-2.47539623814528,0.0133088428106013,0.0403046205571052,"RNF7P1"
"ENSG00000105088","chr19",9853718,9936558,"ENSG00000105088",78.7555326188019,-5.11307120615428,0.459463490000825,-11.1283514739008,9.13085179746657e-29,9.90576214027811e-27,"OLFM2"
